depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_6,lineage_4,RHOA,RAC1,ACTN4,CLDN7,EZR,LGALS1,FLT4,NOTCH3,MYH9,EGFR,ALDH2,VIM,FSCN1,NF1,CFL1,ECM1,TAGLN,CDC42,YAP1,IDH2,CDKN2A,BCAR3,PGR,PTEN,SMAD4,BRCA2,SOX2,TP53,CDH1,MMP9,CEACAM5,BMI1,MTDH,MMP2,VEGFC,ERBB2,MKI67,PFN1,GSN,S100A4,ESR1,CD44,CLDN1,POU5F1,OLIG2,CD24,ANXA2,VEGFD,MMP1,STAT3,ANXA6,IDH1,LGR5,EPCAM,BRCA1,PROM1
ACH-001020,BT16,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,0.9979026597,0.9995862767,0.9893829891,0.9933568606,1.0002433243,0.9871758457,0.9951576524,0.9893829891,0.9871758457,0.9995862767,1.0052330431,0.9916789241,0.9995862767,0.9933568606,0.997350841,1.0041898166,1.0011630837,1.0041898166,1.0011630837,0.9954708667,0.9998523705,1.0041898166,1.0011630837,0.9988154205,0.9918219094,1.0027694852,1.0018197788,0.9933568606,0.9964117918,0.9942806253,0.9893829891,0.9916789241,0.9941779424,0.9964117918,1.0131185494,0.9933568606,0.9988154205,0.9933568606,0.9998523705,1.0041898166,1.0002433243,0.997350841,1.0018197788,1.0002433243,0.9869288594,1.0002433243,0.9954708667,0.502129364,1.0011630837,0.9933568606,0.9951576524,0.9998031656,1.0052330431,0.9998031656,0.9933568606,1.0005227696
ACH-000536,BT20,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,0.7949246387,1.3578903629,1.2256728891,1.2087383627,0.8609462045,0.8341304904,1.2315438526,0.8021289013,0.8341304904,8.0856793922,0.8562755283,2.0868313327,1.3578903629,0.8001237196,0.8289523041,1.2329557301,1.2841618102,0.8202962851,1.3850758656,1.2554538529,0.0256430981,0.9114737417,1.3850758656,0.4454656208,0.4586571388,1.2853862992,1.3749164952,1.2087383627,2.9343541464,2.1432542437,1.2256728891,2.0559597203,1.3169010977,1.3651523842,0.8783720175,0.8318382902,0.4454656208,1.2087383627,1.2680854809,1.2638156184,0.866675604,1.3666321768,1.3094536552,1.2462910288,1.2316027553,2.1866631592,1.2239342006,0.4572300093,1.3850758656,0.8318382902,0.8749982278,0.9041850694,0.887576269,1.2944345315,0.8318382902,0.9131159662
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,"ER+, PR+, HER2+",,0.6292900338,1.6042844904,1.0700216594,0.8172667808,0.6558014515,0.8298106049,1.056725746,1.4695189875,0.8298106049,1.7981470409,1.2910733795,1.0850962365,1.6042844904,1.2081411349,1.6759231555,2.4667867462,0.8659430186,0.8323169945,2.4407051153,0.8810495113,0.3315184344,0.9083813554,3.5961993581,0.940431651,1.3159694522,0.8884219853,1.4140038027,0.8172667808,1.0203216327,1.2990410311,1.0700216594,1.0850962365,1.7526440204,1.1067803996,0.9031321442,11.5041540917,0.464345642,0.8172667808,1.8247707732,0.8461638752,0.6558014515,1.0966118739,1.4140038027,1.0474925622,0.8601182966,1.1242851581,0.8400936108,1.2369301217,2.4407051153,0.8166518083,1.1035538268,1.0448435963,1.1724968119,0.919624623,0.8166518083,0.9176869519
ACH-000818,BT483,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,"luminal ER+, PR+, HER2+",,0.8448575403,1.4293438302,1.0909666498,0.5754402336,0.5538314936,0.5521009543,1.1296415036,0.5682544571,0.5521009543,1.4443746449,1.341089945,1.4000156943,1.4293438302,1.0796854004,0.8493693769,1.9192478075,0.8493693769,0.5564843421,0.8493693769,0.8188698072,0.8126465993,0.8346961375,0.8493693769,0.8264199576,0.8575228383,1.0942550181,1.1107591302,0.5754402336,1.13319646,1.6665169603,1.0909666498,1.4182894565,2.1337971019,1.13319646,1.0657713823,1.1038078112,0.8510223934,0.5754402336,1.0616365899,1.9192478075,0.5538314936,0.854104204,1.1107591302,1.103003218,0.834228786,0.5538314936,0.8188698072,0.823027191,0.8493693769,1.1038078112,1.1332647981,0.8346729951,1.341089945,0.8363884242,1.1038078112,1.097544169
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",Basal B TNBC,,1.0893963964,1.4442775352,0.9998939541,1.2553737957,1.0839130272,0.8561016431,1.5645990564,1.0136685527,0.8561016431,1.4893801139,0.8097654531,1.254022297,1.4442775352,0.7285742945,1.0323720585,1.0901170115,1.0323720585,1.036896575,1.0323720585,0.7820327873,1.4985560027,1.1285395664,1.0323720585,1.2580611078,1.0009764276,1.1009943001,1.0656376794,1.2553737957,1.0695248475,1.7536271018,0.9998939541,1.2538328209,1.8621547892,1.0695248475,0.2787742089,0.74857875,0.5716579193,1.2553737957,1.0474794931,1.0901170115,1.0457014371,0.7819894234,1.0656376794,1.031781869,0.8331400866,1.0971927543,0.7498682266,0.5770403064,1.0323720585,0.74857875,1.5669824262,0.8108691328,0.8277677804,0.7997777219,0.74857875,0.8441650468
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Basal B TNBC,,1.3795129501,1.011582511,1.2278607875,0.9184397575,0.8720997115,0.7064091817,1.3931320381,1.1026072555,0.7064091817,1.0997038053,0.7870078876,1.4541368008,1.011582511,0.8964642772,1.1628185568,0.7921590339,1.37555612,1.113144589,1.4608469117,0.8067183625,0.7756985446,1.3000580106,1.4608469117,0.7407121976,0.9616107971,0.7099631255,1.2428308861,0.9184397575,1.0373609733,1.6929882965,1.1316658244,1.2204633735,1.212070823,0.8784529971,1.0146948994,0.9225730152,0.7648162067,0.9184397575,0.9477707221,0.7921590339,0.8862354857,0.9924298267,1.2428308861,1.2813565717,0.9633453579,0.9092405932,0.7411697984,0.7604656561,1.4608469117,0.9225730152,1.3931320381,0.9695848086,0.8216193135,0.9410517719,0.9225730152,0.9948086795
ACH-000902,CAL148,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,luminal HER2+,,0.9761535444,1.4828832332,1.0158222645,1.0564503745,1.141906083,0.4935615796,0.930776699,1.0158222645,0.4935615796,1.4828832332,1.0467536872,0.9832430577,1.4828832332,0.9866149134,0.9612729218,1.9260097413,0.9612729218,0.9742716561,0.9612729218,0.9410739499,0.9919119732,0.9742716561,0.9612729218,0.9832430577,0.9887700846,0.9998038586,0.9761535444,1.0564503745,0.5247215693,1.3859584431,1.0158222645,0.9832430577,0.9725167477,0.5247215693,0.9759478742,0.967835659,0.9832430577,1.0564503745,0.9919119732,1.9260097413,1.141906083,0.9612729218,0.9761535444,1.0028097999,0.9878000864,1.141906083,0.9454820671,0.8036019667,0.9612729218,0.967835659,0.930776699,0.9956737497,1.0467536872,0.9987801125,0.967835659,0.9918219094
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Basal B TNBC,,1.0346472624,1.0064029108,0.9729469168,0.9681355765,1.0280582427,0.9876679499,1.0290249767,0.9891265377,0.9876679499,1.034080142,1.0428256689,1.0204630891,1.0064029108,0.9556498389,1.0126523691,1.0205458502,0.980303922,0.9927325488,1.0741943214,1.0121667589,1.0328014992,1.1053467365,1.0741943214,1.0454383587,1.0538890553,1.0196549298,1.0369332304,0.9681355765,1.0386481406,1.0593637151,0.9729469168,1.0204630891,1.0428936173,1.0386481406,1.0022038604,0.9833739206,1.0454383587,0.9681355765,1.0237936761,1.0205458502,1.0280582427,1.023834836,1.0369332304,1.0034321027,0.991511905,1.0280582427,1.0121667589,1.0685889472,1.0741943214,0.9833739206,1.0290249767,1.0837432442,1.0428256689,1.0345683774,0.9833739206,1.0551360258
ACH-000857,CAL851,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,basal TNBC,,0.7798853739,0.9854762447,1.1128591436,1.4379813851,0.7751599831,1.0868440918,0.876184744,0.7483219508,0.7753373124,2.1855251802,1.15557348,1.201906776,0.9854762447,1.1160974508,1.1797547662,1.3055656455,1.2320142987,0.9396503985,1.2928563631,1.1926064133,1.6523038326,1.0417658138,1.2928563631,0.8748156895,0.7048963304,0.7947367699,1.9750689241,1.4379813851,1.2202290648,1.1147815263,1.1134594354,1.2822806002,1.2648821726,0.7099483623,0.4076952349,1.1280765729,0.8748156895,1.4379813851,1.1067957429,1.3055656455,0.7751599831,0.8322004652,1.9750689241,1.4890735346,1.1335704063,1.2321517951,0.7683438517,0.8232285947,1.2928563631,1.1280765729,0.9541288416,0.8145301463,1.1767052594,1.1886253047,1.1280765729,0.8716597512
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,"luminal ER+, PR+, HER2+",,0.5345156151,1.12014539,1.0775030851,0.5327859711,0.5612552733,1.0757329692,1.6616321091,1.0847224915,1.0757329692,1.1720580291,1.134255771,0.9852296836,1.12014539,1.0438931144,1.6585678129,1.6374036314,0.5670630272,1.0188029202,0.6014692972,0.8163184671,1.1507328967,1.7995423534,0.6014692972,0.8746101522,0.8765534678,1.1009103567,1.1274293263,0.5327859711,1.1472604915,1.1552731506,1.0775030851,0.9787335095,1.4391330724,1.1472604915,1.1315607182,1.0685304343,0.871990305,0.5327859711,1.0734485165,2.154325134,0.5658164398,0.8587088705,1.1274293263,1.5875818787,0.8542711699,0.5452765433,1.3780612383,0.5895193201,0.6014692972,1.0685304343,1.6905163858,0.8531545403,1.134255771,0.8421510929,1.0685304343,1.1636796882
ACH-003438,CCLFNEURO0005T,CNS/Brain,Diffuse Glioma,Glioblastoma,,,1.2903174071,1.0130778203,0.6911596978,1.0221422585,0.8792248088,0.9073782603,1.429336895,0.6911596978,0.9073782603,1.0130778203,1.1631829279,0.6627276421,1.0130778203,0.8156513198,1.0196118177,0.9841239916,0.9714179163,1.0046973663,0.9714179163,1.4316263472,1e-09,0.9826850413,0.9714179163,0.6758359502,0.904099211,0.8695018487,1.2903174071,1.0221422585,1.0143390753,1.0219219403,0.7091643902,0.6627276421,0.9734811846,1.0143390753,0.9729024077,1.3605396486,0.6758359502,1.0221422585,1.0020295122,0.9841239916,0.8792248088,0.9902797202,1.2903174071,0.8982892661,0.9161450892,0.896518339,1.4316263472,1.2545804617,0.9714179163,1.3605396486,1.429336895,0.9727237175,1.1686719358,0.9878692426,1.3605396486,0.9729024077
ACH-002409,CCLFNEURO0006T,CNS/Brain,Diffuse Glioma,Glioblastoma,,,1.2557140739,1.7397741093,1.7461687646,0.620633295,1.2599530717,0.6237310566,0.9732329025,1.8731857914,0.6237310566,1.7924017001,1.1927701015,0.6510192012,1.7397741093,0.7210220609,0.7234769709,1.1920312024,0.6315395542,1.1842379565,0.6315395542,1.1619298737,1e-09,0.9144752313,0.6315395542,0.6450737431,0.6378627786,0.6695376083,0.7470770766,0.620633295,1.2396492689,1.2833938723,1.8016328024,0.6510192012,0.6604645349,1.2396492689,0.7456326812,0.7302614607,0.6450737431,0.620633295,1.2225555337,1.1920312024,1.2599530717,0.7234769709,0.7470770766,1.2439366369,1.0515802852,1.2599530717,1.2055128256,0.4600663996,0.6315395542,0.7302614607,0.9732329025,0.6752965069,1.2491701496,1.1413537434,0.7302614607,0.6784944877
ACH-003430,CCLFPANC0002T,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,0.6625498906,1.4866334759,0.6557950876,0.9103284031,0.6570622669,0.9833950511,1.2335942964,0.6443158544,0.9833950511,1.4866334759,0.9392557839,0.9390025625,1.4866334759,1.2297303481,1.2268841268,0.9486455188,1.2268841268,0.9814046417,1.2268841268,0.9621855244,3.3e-09,0.9633219873,1.2268841268,0.9730615708,0.5018924563,0.9432329356,1.0208628095,0.9103284031,1.2077007325,0.9476426266,0.6557950876,0.9390025625,1.255121475,1.2077007325,0.862249923,1.2297303481,0.9950424641,0.9103284031,0.7029378282,0.9486455188,0.6570622669,1.2268841268,1.0208628095,0.9814495398,0.6601679477,0.9541275189,0.9621855244,0.5979148717,1.2268841268,1.5479458455,1.2335942964,1.1596600929,1.2212842313,0.9609491528,1.5479458455,0.6648288989
ACH-003433,CCLFPANC0019T,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,0.7736291173,1.1366830243,1.7193055986,0.76193456,0.7426302564,1.1154856853,1.1317168123,0.4151106929,1.1154856853,1.1366830243,1.1177898656,0.7562965799,1.1366830243,1.1238784397,0.7967892012,1.1221542494,0.7785307887,1.1353019074,0.7785307887,1.1579949807,1e-09,1.1221542494,0.7785307887,0.7562965799,2e-09,0.8750570605,1.2621006789,0.76193456,1.099937843,1.515691352,1.8247476968,0.7562965799,1.1326208553,1.099937843,1.1539142356,0.7839741553,0.7562965799,0.76193456,0.7645209812,1.1221542494,0.7426302564,0.7967892012,1.2621006789,1.0631528288,0.7616034927,0.7426302564,1.1733211924,0.3398876861,0.7785307887,0.7839741553,1.1317168123,1.0892333044,1.1440602252,1.1139079364,0.7839741553,1.1539142356
ACH-003429,CCLFPANC0074T,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,0.7388062622,0.7246046655,5.1801504517,0.7252865498,1.71592322,1.4476080144,1.7272872203,1.4707305937,1.4476080144,0.7345670049,1.0644491263,1.3711201512,0.7246046655,1.445457309,1.4423077199,1.1095479376,1.4423077199,0.7499539934,1.4423077199,0.7572664931,0.7476577946,0.7374969561,1.4423077199,1.1080676778,0.7013954612,1.0597485556,1.2277399389,0.7252865498,1.1000483993,1.1069415153,0.7672911394,1.3711201512,1.421263448,1.0561897166,0.7117482767,2.1290517246,0.6883961815,0.7252865498,0.7403852196,1.1095479376,1.4873199179,0.720405949,1.2277399389,1.4154099831,0.7309861618,1.656445802,0.7572664931,0.3565966364,1.4423077199,1.4654573692,1.8596330871,1.0921492316,0.7351451323,1.1004869216,1.4654573692,0.7147174908
ACH-000025,CH157MN,CNS/Brain,Meningothelial Tumor,Meningioma,,,1.2083630715,0.9859114627,0.9927531923,1.0905765201,1.0897249196,0.7538508404,1.0543990678,1.0039072596,0.7538508404,1.06646676,0.9250844635,1.0889592742,0.9859114627,0.9644504334,1.2102239159,1.0510774645,1.2102239159,1.1789593699,1.2102239159,0.8431703262,1.1e-09,1.2720805261,1.2102239159,1.0745800804,0.6235594423,1.3672622614,1.283942861,1.0905765201,0.9570584888,1.2218007236,0.9927531923,1.0947003363,1.6054669876,0.8222705134,0.7423662355,1.0187266556,1.0745800804,1.0905765201,1.0450898637,1.0510774645,1.0897249196,1.1235139206,1.283942861,1.0289465204,0.9199746416,1.0897249196,0.8521309165,0.3059326524,1.2102239159,1.0187266556,1.1195345097,1.0251322212,0.9301794677,1.0899394572,1.0187266556,0.7732281146
ACH-001028,CHLA06ATRT,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,1.0689467601,1.034360437,1.0206102246,1.0409523282,1.0523575796,1.0466999976,1.0666486233,1.0206102246,1.0466999976,1.034360437,1.0112579188,1.0075070961,1.034360437,1.0768714198,0.9461035508,1.0676279647,0.9363702477,1.0711332768,0.9363702477,1.074088597,0.933315655,1.0711332768,0.9363702477,0.9465377828,1.0576827803,0.9285265063,1.0689467601,1.0409523282,1.0141007571,1.07344182,1.0206102246,1.0075070961,1.1308738466,0.893953689,1.0408592546,1.0687496889,0.9465377828,1.0409523282,0.933315655,1.0676279647,1.0523575796,0.9445728673,1.0689467601,1.0481796464,1.087981481,1.0523575796,1.074088597,0.513615626,0.9363702477,1.0687496889,1.0666486233,1.0588733196,1.0112579188,1.0573837057,1.0687496889,1.0558193415
ACH-001031,CHLA266,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,1.0610259931,1.0444279708,1.0736129659,1.0492351175,1.0429066292,0.5392020924,1.043888773,1.0736129659,0.5392020924,1.0444279708,1.0473945478,1.0422779064,1.0444279708,1.0810737905,1.047556458,1.1108777041,1.047556458,1.0656258611,1.047556458,1.0507984664,1.0382572889,1.0656258611,1.047556458,1.0422779064,1.0432963385,1.0500667215,1.0610259931,1.0492351175,1.058024474,1.0753013295,1.0736129659,1.0422779064,1.033085028,1.0313049564,1.065309772,1.0810737905,1.0422779064,1.0492351175,1.0382572889,1.1108777041,1.0429066292,1.0485408003,1.0610259931,1.0420590264,1.054301138,1.0429066292,1.0507984664,0.960933167,1.047556458,1.0810737905,1.043888773,1.0543172154,1.0473945478,1.0476334286,1.0810737905,1.065309772
ACH-001820,COLO824,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",HER2+,,0.937192296,1.3851113883,0.9547864517,1.0284823246,0.5633392897,0.9431675579,1.2606877588,0.9547864517,0.9431675579,1.3163754263,0.9602972824,0.9240994337,1.3851113883,0.9404446882,0.9171146475,2.2543351256,0.8852427326,0.938210141,0.8852427326,0.9166094089,1.8898765524,2.1539996269,0.8852427326,0.947940229,1.73241912,1.248080509,0.9220583783,1.0284823246,1.0433484072,1.2493173543,0.9547864517,0.9240994337,1.3645601593,0.9957938428,0.9054896149,0.9404446882,0.947940229,1.0284823246,0.9605282829,2.2543351256,1.0295350881,0.8875356653,0.9220583783,1.3744562638,1.3515332453,1.0762073016,0.9008469973,0.3989660802,0.8852427326,0.9432309742,1.2606877588,1.3119975264,0.9033656737,1.0512618042,0.9432309742,0.4782470584
ACH-002223,D245MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,,1.0657691661,1.6305514904,0.9328713232,1.0769938413,0.7644033468,0.9805308995,1.0525020184,0.9328713232,0.9805308995,1.1028610221,0.9093029888,0.8658289832,1.6305514904,1.1187223301,0.994875568,1.1094464237,0.994875568,0.5438463435,0.994875568,1.0561648256,1.52e-08,1.1089274636,0.994875568,0.0009561669,0.8767260377,0.8782076458,1.0548566815,1.0769938413,1.110344221,1.056025008,0.9328713232,0.8658289832,1.039144295,1.110344221,0.9042132728,1.1482239077,0.9863181587,1.0769938413,1.0359360889,1.1094464237,0.7644033468,0.8663752892,1.0548566815,0.8138828198,1.0657314913,0.8138828198,0.5306130268,0.5065596258,0.994875568,1.1482239077,1.0399743889,0.8097031527,0.9093029888,0.9713667441,1.1482239077,1.0394187579
